,compounds
872,σαλακωνίζω / salakwnizw
873,ἀντικαλέω / antikalew
874,Ἀρία / Aria
875,μαιμάω / maimaw
876,σπερμοφάγος / spermofagos
877,πρωτογεννάω / prwtogennaw
878,δικασπόλος / dikaspolos
879,θεσπιωδός / qespiwdos
880,συνεκκλίνω / sunekklinw
881,ἀλυσμός / alusmos
882,ποίκιλος / poikilos
883,Πιτυοῦς / Pituous
884,ἀρχηγέτης / arxhgeths
885,πέρας / peras
886,περιβώμιος / peribwmios
887,ἐξοικέω / ecoikew
888,ποι / poi
889,ἑλκόω / elkow
890,ἕρση / ersh
891,ἐπισπάομαι / epispaomai
892,ἀριστεύς / aristeus
893,παιδάριον / paidarion
894,ἀνακολυμβάω / anakolumbaw
895,ἔξηχος / echxos
896,κατοκτίζω / katoktizw
897,ἄστοχος / astoxos
898,φεύγω / feugw
899,ἀναμάρτητος / anamarthtos
900,δορά / dora
901,αἰσχροπράγος / aisxropragos
902,πίπερι / piperi
903,θοῦρος / qouros
904,δολορραφής / dolorrafhs
905,ὑπεραπαιτέω / uperapaitew
906,πτέρνη / pternh
907,ἕωθεν / ewqen
908,ταγή / tagh
909,σπυρίς / spuris
910,ἐπονομάζω / eponomazw
911,εὐαγγελίζω / euaggelizw
912,περιστρώννυμι / peristrwnnumi
913,πλήμυρα / plhmura
914,διαλέγω / dialegw
915,ἁνδάνω / andanw
916,μέλπω / melpw
917,ἄλευρον / aleuron
918,μνῆμα / mnhma
919,Ἀρκαδικός / Arkadikos
920,λεύσσω / leussw
921,κίγκλος / kigklos
922,προαύξω / proaucw
923,κακομήτης / kakomhths
924,παράλλαξις / parallacis
925,πνῖγος / pnigos
926,βιβλιοφόρος / biblioforos
927,ἐγρήγορος / egrhgoros
928,περικαταμάσσω / perikatamassw
929,ξηρός / chros
930,παραθήκη / paraqhkh
931,χρεοδοσία / xreodosia
932,μισογύνης / misogunhs
933,ἐπαλλάσσω / epallassw
934,στοχάζω / stoxazw
935,Γορδυηνή / Gorduhnh
936,καθέζομαι / kaqezomai
937,προθύμως / proqumws
938,πληθόχορος / plhqoxoros
939,συγκόρυφος / sugkorufos
940,μαχαιρομαχέω / maxairomaxew
941,σκοτίζω / skotizw
942,ἐφόδιον / efodion
943,τακερός / takeros
944,ἐγχρίμπτω / egxrimptw
945,παιγνικός / paignikos
946,καταίτιος / kataitios
947,κυβεύω / kubeuw
948,δέσποινα / despoina
949,καταφρασσομαι / katafrassomai
950,μεγαλόψυχος / megaloyuxos
951,τεταρτημόριον / tetarthmorion
952,κρούω / krouw
953,πλέον / pleon
954,προσμανθάνω / prosmanqanw
955,πλάτος / platos
956,ἀπολιθόω / apoliqow
957,κινδυνευτικός / kinduneutikos
958,λαχανίζω / laxanizw
959,πόθι / poqi
960,διστάσιος / distasios
961,κύλλω / kullw
962,ἐπικίρνημι / epikirnhmi
963,ἀμφίνοος / amfinoos
964,ὄργυια / orguia
965,ἀλαζονεύω / alazoneuw
966,πανεύφημος / paneufhmos
967,ἀλάβα / alaba
968,μάλλος / mallos
969,Ὕλλος / Ullos
970,ἠρύγγιον / hruggion
971,δωροδόκος / dwrodokos
972,καταδίδωμι / katadidwmi
973,ἀργυραμοιβός / arguramoibos
974,ἀντεργάζομαι / antergazomai
975,θάνατος / qanatos
976,λατρεία / latreia
977,ὑφίημι / ufihmi
978,τημελέω / thmelew
979,ποδῶν / podwn
980,Ἀλκιβιάδης / Alkibiadhs
981,πρυτανεύω / prutaneuw
982,προσεχής / prosexhs
983,ἀποπλέκομαι / apoplekomai
984,ἀοιδή / aoidh
985,εὑρίσκω / euriskw
986,πόντιος / pontios
987,Σιδοῦς / Sidous
988,τρῦπα / trupa
989,εὔτριπτος / eutriptos
990,ἄχωρ / axwr
991,ἐπικερδής / epikerdhs
992,σπερμοφόρος / spermoforos
993,Μιτυλήνη / Mitulhnh
994,ἐσθίω / esqiw
995,ἐπιχειρονομέω / epixeironomew
996,πέραν / peran
997,τόσος / tosos
998,αἰσυμνάω / aisumnaw
999,προσεντάσσω / prosentassw
1000,ἑρμηνεύς / ermhneus
1001,ὑδροφορία / udroforia
1002,εὐμήχανος / eumhxanos
1003,ἄγγος / aggos
1004,ἰθύμαχος / iqumaxos
1005,θηροφονέω / qhrofonew
1006,ὁδεύω / odeuw
1007,ἄμφωτος / amfwtos
1008,συγκινέω / sugkinew
1009,ἰδιοπαθής / idiopaqhs
1010,ὕλη / ulh
1011,ὑπόκειμαι / upokeimai
1012,ἀποκληρόω / apoklhrow
1013,εὐώδης / euwdhs
1014,ὁδοιπλανής / odoiplanhs
1015,κέλευσμα / keleusma
1016,ἐξαριθμέομαι / ecariqmeomai
1017,γομφόω / gomfow
1018,πύματος / pumatos
1019,ἀ / a
1020,μειρακιεύομαι / meirakieuomai
1021,ἀποκτείνω / apokteinw
1022,ἀπέοικα / apeoika
1023,Σίγειον / Sigeion
1024,νιτρόω / nitrow
1025,εὔορνις / euornis
1026,χλωριάω / xlwriaw
1027,μάκαρ / makar
1028,ζῶ / zw
1029,δαίζω / daizw
1030,ἐννέπω / ennepw
1031,καυχητής / kauxhths
1032,ἐρείπιον / ereipion
1033,ἐπιγέννημα / epigennhma
1034,ἁφή / afh
1035,μολύνω / molunw
1036,νήκτης / nhkths
1037,μειράκιον / meirakion
1038,παραπολαύω / parapolauw
1039,ψευδόστομα / yeudostoma
1040,λᾶμνα / lamna
1041,Πάσσαλον / Passalon
1042,πολυκύμων / polukumwn
1043,δευσοποιός / deusopoios
1044,ἐγκύκλιον / egkuklion
1045,παρεισδύω / pareisduw
1046,λευχείμων / leuxeimwn
1047,ἐξοικοδομέω / ecoikodomew
1048,Τραπεζοῦς / Trapezous
1049,πεσσός / pessos
1050,μή / mh
1051,ἐμπιστείω / empisteiw
1052,Μακέτη / Maketh
1053,συνομήρης / sunomhrhs
1054,Ἡράκλειτος / Hrakleitos
1055,ἀποκάμπτω / apokamptw
1056,καθοσιόω / kaqosiow
1057,πολύποτος / polupotos
1058,δουλοσύνη / doulosunh
1059,διαρρήγνυμι / diarrhgnumi
1060,ἁρπηδόνη / arphdonh
1061,χώριστος / xwristos
1062,ἄυλος / aulos
1063,ἐγκαταπίνομαι / egkatapinomai
1064,στροφή / strofh
1065,θῆλυ / qhlu
1066,Βρασίδας / Brasidas
1067,διείδω / dieidw
1068,ὀσφυαλγής / osfualghs
1069,παλίγκοτος / paligkotos
1070,αὐτουργία / autourgia
1071,ὕστερος / usteros
1072,ἐν μέσσω αὐλῆς / en messw aulhs
1073,λαμπρείμων / lampreimwn
1074,κόμψευμα / komyeuma
1075,ἀποσεμνύνω / aposemnunw
1076,Ναυπλία / Nauplia
1077,τυφῶν / tufwn
1078,σταγών / stagwn
1079,ἀλίνδω / alindw
1080,εὐτελής / eutelhs
1081,λέκιθος / lekiqos
1082,βῆσσα / bhssa
1083,μιαρός / miaros
1084,ἄγνυμι / agnumi
1085,ἐϜεκῆ / eϜekh
1086,αἰτέομαι / aiteomai
1087,προμνήστωρ / promnhstwr
1088,λιπαίνω / lipainw
1089,κτέρας / kteras
1090,σαρκοτόκος / sarkotokos
1091,γεωπονία / gewponia
1092,λιθαγωγός / liqagwgos
1093,ἄνεργος / anergos
1094,ἰσχύω / isxuw
1095,Ποσειδωνιάς / Poseidwnias
1096,περίπνοος / peripnoos
1097,Χαρικλῆς / Xariklhs
1098,καθαλμής / kaqalmhs
1099,συνδιατρίβω / sundiatribw
1100,ἀντείρω / anteirw
1101,κυκλίς / kuklis
1102,ὀρθογνώμων / orqognwmwn
1103,ῥέγχος / regxos
1104,τονόω / tonow
1105,πέρυσι / perusi
1106,ποδηγέτης / podhgeths
1107,ψάλλω / yallw
1108,εἰκοσάκις / eikosakis
1109,Σκόπας / Skopas
1110,Βάκχειος / Bakxeios
1111,ὑποδίδωμι / upodidwmi
1112,προσικνέομαι / prosikneomai
1113,διασπείρω / diaspeirw
1114,κάναβος / kanabos
1115,συγχρηματίζω / sugxrhmatizw
1116,ἐκτειχίζω / ekteixizw
1117,ἐχθέω / exqew
1118,θρῖον / qrion
1119,δοῦρα / doura
1120,ὀλιγόψυχος / oligoyuxos
1121,παρασχίζω / parasxizw
1122,ἔνδοξος / endocos
1123,λειμών / leimwn
1124,Τροία / Troia
1125,ἔπαφρος / epafros
1126,τολύπη / toluph
1127,Τυφῶν / Tufwn
1128,εὐαφής / euafhs
1129,φραδή / fradh
1130,μάργαρος / margaros
1131,ἀντιπνέω / antipnew
1132,μάθημα / maqhma
1133,μαρτυροποιέω / marturopoiew
1134,κυνώπης / kunwphs
1135,ἐπιλανθάνω / epilanqanw
1136,ἐπαίσσω / epaissw
1137,μεμψίμοιρος / memyimoiros
1138,πατριώτης / patriwths
1139,καλλίθριξ / kalliqric
1140,ψαλίς / yalis
1141,ἐκσκάπτω / ekskaptw
1142,ἀπόλλυμι / apollumi
1143,ξύνευνος / cuneunos
1144,Ἰαλυσός / Ialusos
1145,ἐκτραχηλίζω / ektraxhlizw
1146,κακοθελής / kakoqelhs
1147,ἀελλαῖος / aellaios
1148,προσωποποιέω / proswpopoiew
1149,λαφύσσω / lafussw
1150,κατακύπτω / katakuptw
1151,σωκρατίζω / swkratizw
1152,συνηγορέω / sunhgorew
1153,τηλικοῦτος / thlikoutos
1154,φιλανθρωπεύω / filanqrwpeuw
1155,ἰοβολέω / iobolew
1156,ἀνθρήνη / anqrhnh
1157,μάννα / manna
1158,χοῖρος / xoiros
1159,ἑλλέβορος / elleboros
1160,παραγραμματίζω / paragrammatizw
1161,ἀκοή / akoh
1162,κρανουργός / kranourgos
1163,μετατάσσομαι / metatassomai
1164,σποδίζω / spodizw
1165,βοτανολόγος / botanologos
1166,ὀνειρώσσω / oneirwssw
1167,εὐρυθμίζω / euruqmizw
1168,κέρκος / kerkos
1169,ταλασία / talasia
1170,κυματίζω / kumatizw
1171,συνεξομοιόω / sunecomoiow
1172,ἔλεγχος / elegxos
1173,ὀδύσσομαι / odussomai
1174,ἀμέριμνος / amerimnos
1175,βορβορύζω / borboruzw
1176,Φωτεινός / Fwteinos
1177,ὀδμή / odmh
1178,λιγύφωνος / ligufwnos
1179,ἐξαναλίσκω / ecanaliskw
1180,ἀδιάφορος / adiaforos
1181,θρύον / qruon
1182,μανιοποιέω / maniopoiew
1183,μαυλιστής / maulisths
1184,ἐκφαίνω / ekfainw
1185,ὀπηδέω / ophdew
1186,πολέμαρχος / polemarxos
1187,ἰθυντήρ / iqunthr
1188,ῥώμη / rwmh
1189,περιδινέω / peridinew
1190,βαλανόω / balanow
1191,συμψηφίζω / sumyhfizw
1192,συμπλέκω / sumplekw
1193,κακόχροος / kakoxroos
1194,Μέμνων / Memnwn
1195,συμπαθής / sumpaqhs
1196,νευρορράφος / neurorrafos
1197,στέναγμα / stenagma
1198,Συρακόσιος / Surakosios
1199,ἐπιπληρόω / epiplhrow
1200,ὠμοτομέω / wmotomew
1201,ἰατροσοφιστής / iatrosofisths
1202,ἀσκητός / askhtos
1203,ἀμύητος / amuhtos
1204,δημοκράτωρ / dhmokratwr
1205,κονή / konh
1206,θόωκος / qowkos
1207,κύθηρα / kuqhra
1208,καθορμάω / kaqormaw
1209,προτέμνω / protemnw
1210,ποταμός / potamos
1211,Ἰουδαία / Ioudaia
1212,ἰουδαίζω / ioudaizw
1213,περισκάπτω / periskaptw
1214,περιπατητικός / peripathtikos
1215,ἀνείργω / aneirgw
1216,ἐρέα / erea
1217,ἐναποσβέννυμι / enaposbennumi
1218,μετακατασκευάζω / metakataskeuazw
1219,εὔτροπος / eutropos
1220,μάχαιρα / maxaira
1221,Φιλύρα / Filura
1222,περικαθαίρω / perikaqairw
1223,ῥοδίζω / rodizw
1224,ἀρχιτεκτονέω / arxitektonew
1225,Σκιρίς / Skiris
1226,ἐπαναβαίνω / epanabainw
1227,ἀπόκειμαι / apokeimai
1228,ῥαιστήρ / raisthr
1229,καταφθάνω / katafqanw
1230,βύρσα / bursa
1231,ὀψολόγος / oyologos
1232,ὑάκινθος / uakinqos
1233,φρίσσω / frissw
1234,ὥριος / wrios
1235,οἰκετής / oikeths
1236,εὔσαρκος / eusarkos
1237,εἰρωνεύομαι / eirwneuomai
1238,κόστος / kostos
1239,διαττάω / diattaw
1240,ἐπικλίνω / epiklinw
1241,κίνδυνος / kindunos
1242,χάρων / xarwn
1243,πολυτίμητος / polutimhtos
1244,φθόρος / fqoros
1245,Καλλίπολις / Kallipolis
1246,ἐπερεθίζω / epereqizw
1247,γενηματοφύλαξ / genhmatofulac
1248,ἀείσιτος / aeisitos
1249,Ἄμανος / Amanos
1250,Θεμιστοκλῆς / Qemistoklhs
1251,καταπραύνω / katapraunw
1252,διεξέρχομαι / diecerxomai
1253,Τερμησσός / Termhssos
1254,μετακυλίω / metakuliw
1255,λάζομαι / lazomai
1256,διομαλίζω / diomalizw
1257,εἵργνυμι / eirgnumi
1258,ἐπιστομίζω ἐπιστομόω ἐπιστόμιον / epistomizw epistomow epistomion
1259,ἐρινεός / erineos
1260,μέθοδος / meqodos
1261,συκρότησις / sukrothsis
1262,ἐπίφαυλος / epifaulos
1263,σαλαγέω / salagew
1264,ἀποσκευάζω / aposkeuazw
1265,δοκιμαστήρ / dokimasthr
1266,ἄσχολος / asxolos
1267,περικυκλέω / perikuklew
1268,βρῦν / brun
1269,ἐκτρυπάω / ektrupaw
1270,σχοινοπλόκος / sxoinoplokos
1271,ἀσκαρίζω / askarizw
1272,νη / nh
1273,συνόμιλος / sunomilos
1274,ἀμφιθαλεύς / amfiqaleus
1275,ψύττω / yuttw
1276,εὔλογος / eulogos
1277,προαίρεσις / proairesis
1278,φόως / fows
1279,ὑπερπληρόω / uperplhrow
1280,καμηλάτης / kamhlaths
1281,εἰσπλοκή / eisplokh
1282,φοινικίζω / foinikizw
1283,προκαταφέρομαι / prokataferomai
1284,ἐφέψω / efeyw
1285,παχύς / paxus
1286,σκυθρωπάζω / skuqrwpazw
1287,ὄγχη / ogxh
1288,Ῥύπες / Rupes
1289,τετανόω / tetanow
1290,εὔνοος / eunoos
1291,ἐπιστρατεύω / epistrateuw
1292,ἄγρυπνος / agrupnos
1293,καλιά / kalia
1294,λυδίζω / ludizw
1295,μαγαρίζομαι / magarizomai
1296,προβολή / probolh
1297,πραιτώριος / praitwrios
1298,κῶμα / kwma
1299,καλλιουργέομαι / kalliourgeomai
1300,ἀναχρονίζω / anaxronizw
1301,κατανωτίζομαι / katanwtizomai
1302,ἀμφαδός / amfados
1303,χίχρημι / xixrhmi
1304,ἔνηχος / enhxos
1305,φυγόπονος / fugoponos
1306,ἐξάρχω / ecarxw
1307,ὀργίζω / orgizw
1308,ἀπέναντι / apenanti
1309,παλινοδέομαι / palinodeomai
1310,λιποτάκτης / lipotakths
1311,προεύω / proeuw
1312,ὑπερβάλλω / uperballw
1313,Μαῖρα / Maira
1314,ἀμαλδύνω / amaldunw
1315,κοσμοπολίτης / kosmopoliths
1316,ἀχυρόω / axurow
1317,δορυφορέω / doruforew
1318,πεδίον / pedion
1319,καταστοχάζομαι / katastoxazomai
1320,συμπορεύομαι / sumporeuomai
1321,δυσώνυμος / duswnumos
1322,ὐποκιθαρίζω / upokiqarizw
1323,θεμερός / qemeros
1324,ἐπιτέταρτος / epitetartos
1325,ἐκβοάω / ekboaw
1326,ἐργαστήριον / ergasthrion
1327,θεουργός / qeourgos
1328,προτείνω / proteinw
1329,ἄρτιος / artios
1330,ἀγελαιοτρόφος / agelaiotrofos
1331,τρύγησις / trughsis
1332,ἐμπαταγέω / empatagew
1333,μέσαβον / mesabon
1334,ἀτροφέω / atrofew
1335,ἀκόμιστος / akomistos
1336,πρέσβιστος / presbistos
1337,ἔξαυλος / ecaulos
1338,ἀποπηδάω / apophdaw
1339,παλμός / palmos
1340,χειρουργός / xeirourgos
1341,ἀνταμείβομαι / antameibomai
1342,δημοκοπέω / dhmokopew
1343,κόραξ / korac
1344,ποάζω / poazw
1345,φυτοσπόρος / futosporos
1346,φιλόψογος / filoyogos
1347,αὐτοαληθής / autoalhqhs
1348,δίεδρος / diedros
1349,προέψω / proeyw
1350,διαφωνία / diafwnia
1351,ἀνάγκη / anagkh
1352,ἀποστηθίζω / aposthqizw
1353,πρώτιστος / prwtistos
1354,ὄνομα / onoma
1355,Κολοφών / Kolofwn
1356,ἰαλεμίζω / ialemizw
1357,πτύγμα / ptugma
1358,μειόν / meion
1359,ὀτοβέω / otobew
1360,παρδαλῆ / pardalh
1361,ἐπικρατής / epikraths
1362,μεγαλοῦχος / megalouxos
1363,τόκον / tokon
1364,δοχμή / doxmh
1365,ἀδωροδόκος / adwrodokos
1366,κλάζω  κλαγγάνω / klazw  klagganw
1367,δέχομαι πῦρ / dexomai pur
1368,ἀναδάκνω / anadaknw
1369,ἀπειροπληθής / apeiroplhqhs
1370,γνωριστής / gnwrisths
1371,γενεθλιαλόγος / geneqlialogos
1372,παραλήμπτης / paralhmpths
1373,πάμπαν / pampan
1374,μετατάσσω / metatassw
1375,Φαρισαῖος / Farisaios
1376,ἀπαιωρέω / apaiwrew
