lemma,derivation,meaning,lsj_ulr,pos
ἐνναετήρ,"['ἐν', 'ναίω']","- inmate, inhabitant",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)nnaeth/r,noun
κυβιστητήρ,['κυβιστάω'],"- tumbler
- tumbling",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=kubisthth/r,noun
μητρομήτωρ,"['μήτηρ', 'μήτηρ']","- mother's mother, grandmother",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=mhtromh/twr,noun
κορυφιστήρ,['κορυφή'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=korufisth/r,noun
βοσκήτωρ,['βόσκω'],- herdsman,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=boskh/twr,noun
κτιστήρ,['κτίζω'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=ktisth/r,noun
ψευδοκλητήρ,"['ψευδής', 'κλητεύω']",- one who falsely subscribes his name as witness to a summons,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=yeudoklhth/r,noun
χερνήτωρ,[],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=xernh/twr,
καυτήρ,['καίω'],- burner,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=kauth/r,noun
ἐνοικήτωρ,['ἐνοικέω'],- inhabitant,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)noikh/twr,noun
ἀλγυντήρ,['ἀλγύνω'],- causing pain,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)lgunth/r,noun
βροχωτήρ,[],,,
διαλλακτήρ,"['διά', 'ἀλλάσσω']",- mediator,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=diallakth/r,noun
Πλεῖστωρ,[],,,noun
συνοικήτωρ,['συνοικέω'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=sunoikh/twr,noun
ἐρυστήρ,['ἐρύω'],,,
θυτήρ,['θύω'],"- sacrificer, slayer",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=quth/r,noun
λιπομήτωρ,"['λείπω', 'μήτηρ']",- having left one's mother,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=lipomh/twr,noun
κοιαίστωρ,[],,,
ἀποσοβητήρ,"['ἀπό', 'σοβέω']",- one that scares away,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)posobhth/r,noun
ἀμφιβατήρ,"['ἀμφί', 'βαίνω']",,,
Σαλινάτωρ,[],,,noun
πλακτήρ,[],- spur,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=plakth/r,noun
φιλοπάτηρ,[],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=filopa/thr,
προασπιστήρ,"['πρό', 'ἀσπίς']","- one who holds a shield before, champion",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=proaspisth/r,noun
ζωστήρ,['ζώννυμι'],"- a warrior's belt; belt
- anything that goes round like a girdle",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=zwsth/r,noun
γναμπτήρ,['γνάμπτω'],- jaw,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=gnampth/r,noun
στάτωρ,[],"- stator, usher",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=sta/twr,noun
σημαντήρ,['σημαίνω'],"- herdsman
- seal, signet",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=shmanth/r,noun
κυαίστωρ,[],,,
μάτηρ,[],,,noun
σαστήρ,[],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=sasth/r,noun
μνήστωρ,['μιμνήσκω'],- mindful of,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=mnh/stwr,noun
διοπτήρ,['διοπτεύω'],"- spy, scout
- tesserarii",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=diopth/r,noun
ὑλητήρ,['ὕλη'],- a kind of wine,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=u(lhth/r,noun
θερμαντήρ,['θερμαίνω'],- kettle; pot for boiling water,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=qermanth/r,noun
οἰκοκράτωρ,"['οἶκος', 'κράτος']",,,
ἀποπλάστωρ,['ἀποπλάσσω'],,,
νυκτιγενέτωρ,"['νύξ', 'γενέτωρ']",- father of night,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=nuktigene/twr,noun
πελλαντήρ,['πέλλα'],- one who milks into a pail,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=pellanth/r,noun
ἐθελορήτωρ,"['ἐθέλω', 'ῥήτωρ']",- would-be orator,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)qelorh/twr,noun
παιδοκράτωρ,"['παῖς', 'κρατέω']",- guardian of boys,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=paidokra/twr,noun
ῥητήρ,[],- speaker,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=r(hth/r,noun
κοιλογάστωρ,"['κοῖλος', 'γαστήρ']","- hollow-bellied, hungry",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=koiloga/stwr,noun
αἰωνοπολοκράτωρ,"['αἰών', 'πόλος', 'κράτος']",- eternal ruler of the heavens,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=ai)wnopolokra/twr,noun
δωμήτωρ,['δῶμα'],- builder,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=dwmh/twr,noun
λιποπάτωρ,"['λείπω', 'πατήρ']",- deserter of one's father,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=lipopa/twr,noun
ὀρυκτήρ,['ὀρύσσω'],- miner,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=o)rukth/r,noun
προμήτωρ,"['πρό', 'μήτηρ']","- first mother
- maternal grandfather",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=promh/twr,noun
ἐθνοπάτωρ,"['ἔθνος', 'πατήρ']",,,
ἀγάστωρ,"['ἀ', 'γαστήρ']",- from the same womb; twins; near kinsman,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)ga/stwr,noun
δαΐκτωρ,['δαΐζω'],,,noun
ἁμιλλητήρ,['ἁμιλλάομαι'],- racing,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a(millhth/r,noun
καταληπτήρ,"['κατά', 'λαμβάνω']",- strap for holding fast,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=katalhpth/r,noun
διωστήρ,"['διά', 'ὠθέω']","- instrument for pushing out
- pole running through rings",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=diwsth/r,noun
χρονοκράτωρ,"['χρόνος', 'κρατέω']",- heavenly body dominant for a specified period,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=xronokra/twr,noun
λυσσητήρ,['λυσσάω'],- one that is raging; raving mad,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=lusshth/r,noun
πλώτωρ,[],,,
πριστήρ,['πρίω'],- saw,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=pristh/r,noun
ὑποσπαθιστήρ,"['ὑπό', 'σπαθίζω']",- spatula,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=u(pospaqisth/r,noun
ἀναλυτήρ,"['ἀνά', 'λύω']",- deliverer,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)naluth/r,noun
οἰκοδέκτωρ,"['οἶκος', 'δέχομαι']",- a planet in whose domicile another planet happens to be,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=oi)kode/ktwr,noun
ἑλκητήρ,['ἕλκω'],,,noun
φράτηρ,[],- member of a,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=fra/thr,noun
ῥυπτήρ,['ῥύπτω'],,,
Δαμάστωρ,['δαμάζω'],,,noun
πανδαμάτωρ,"['πᾶς', 'δαμάω']","- the all-subduer, all-tamer",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=pandama/twr,noun
πεντηκοστήρ,[],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=penthkosth/r,
πάτωρ,[],- possessor,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=pa/twr,noun
μαιήτωρ,['μαίομαι'],- seeker,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=maih/twr,noun
πεμπτήρ,['πέμπω'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=pempth/r,noun
παραμυθήτωρ,"['παρά', 'μυθέομαι']",,,
ἀπιθυντήρ,"['ἀπό', 'ἰθύνω']",,,
τερθρωτήρ,['τέρθρον'],- the part of a ship from which the,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=terqrwth/r,noun
αὐτορήτωρ,"['αὐτός', 'ῥήτωρ']",- a self-made orator,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=au)torh/twr,noun
τοκοπράκτωρ,"['τόκος', 'πράσσω']",- one who exacts interest,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=tokopra/ktwr,noun
σιτεκλήπτωρ,"['σῖτος', 'ἐκλήπτωρ']",,,
πρακτήρ,['πράσσω'],- doer; traders,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=prakth/r,noun
προμήτωρ,"['πρό', 'μήτηρ']","- first mother
- maternal grandfather",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=promh/twr,noun
ὑδρογάστωρ,"['ὕδωρ', 'γαστήρ']","- with water in the belly, dropsical",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=u(droga/stwr,noun
κατευναστήρ,"['κατά', 'εὐνή']",- chamberlain,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=kateunasth/r,noun
ἀρχιστάτωρ,"['ἀρχι', 'στάτωρ']",- chief usher; keeper of the sacred vestments,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)rxista/twr,noun
καταισχυντήρ,"['κατά', 'αἰσχύνω']",- dishonourer,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=kataisxunth/r,noun
ἐνετήρ,"['ἐν', 'ἵημι']","- clyster-syringe
- siege-engine of war for hurling projectiles",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)neth/r,noun
παραλήπτωρ,"['παρά', 'λαμβάνω']",- inheritor,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=paralh/ptwr,noun
χιλιοκράτωρ,"['χίλιοι', 'κρατέω']",,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=xiliokra/twr,
κατοπτευτήρ,"['κατά', 'ὀπτεύω']",,,
κηλήτωρ,['κηλέω'],- charmer,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=khlh/twr,noun
ἀποστατήρ,"['ἀπό', 'ἵστημι']",- one who has power to dissolve an assembly; to decide a question,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)postath/r,noun
τινάκτωρ,['τινάσσω'],- shaker,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=tina/ktwr,noun
καταλυτήρ,"['κατά', 'λύω']",- arbitrator,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=kataluth/r,noun
ἀνάκτωρ,['ἀνάσσω'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)na/ktwr,noun
αἰθυκτήρ,['αἰθύσσω'],- rushing violently,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=ai)qukth/r,noun
φιλοΐστωρ,[],,,noun
παντοκράτωρ,"['πᾶς', 'κράτος']",- almighty,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=pantokra/twr,noun
καμπιδούκτωρ,[],,,
σφιγκτήρ,['σφίγγω'],"- that which binds tight, lace, band
- muscle closing an aperture
- a Tarentine",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=sfigkth/r,noun
ἀκράτωρ,['κράτος'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)kra/twr,noun
βοτήρ,['βόσκω'],- herdsman,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=both/r,noun
συνευαστήρ,"['σύν', 'εὐαστήρ']",- fellow-bacchanal,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=suneuasth/r,noun
σηκωτήρ,['σηκόω'],- the beam of a balance,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=shkwth/r,noun
κουράτωρ,[],- curator; serve as curator; office of curator,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=koura/twr,noun
σαλπιγκτήρ,['σαλπίζω'],,,
πολοκράτωρ,"['πόλος', 'κρατέω']",- ruling the pole,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=polokra/twr,noun
ἀφίκτωρ,"['ἀπό', 'ἱκνέομαι']",,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)fi/ktwr,noun
ὠκυδήκτωρ,"['ὠκύς', 'δάκνω']",- sharp-biting,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=w)kudh/ktwr,noun
κνηστήρ,"['κνίζω', 'κνύω']","- scraping-knife
- slayer, destroyer",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=knhsth/r,noun
ὀμφαλιστήρ,['ὀμφαλίς'],- knife to cut the navel-string,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=o)mfalisth/r,noun
ὑποβαστακτήρ,"['ὑπό', 'βαστάζω']",- underbearer,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=u(pobastakth/r,noun
ἐγχειρογάστωρ,"['ἐν', 'χείρ', 'γαστήρ']",,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)gxeiroga/stwr,noun
ἐκλήπτωρ,"['ἐκ', 'λαμβάνω']",- contractor of works,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)klh/ptwr,noun
ἀγάστωρ,"['ἀ', 'γαστήρ']",- from the same womb; twins; near kinsman,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)ga/stwr,noun
αἰωνακτινοκράτωρ,"['αἰών', 'ἀκτίς', 'κράτος']",,,
θυμιατήρ,['θυμιάω'],,,
ταυρογάστωρ,"['ταῦρος', 'γαστήρ']",- with bull's paunch; enormous,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=tauroga/stwr,noun
τριακτήρ,['τριάζω'],- victor,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=triakth/r,noun
συνοικιστήρ,['συνοικίζω'],"- one who joins in peopling, fellow-colonist",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=sunoikisth/r,noun
φραδατήρ,['φραδάω'],- notary,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=fradath/r,noun
Ἕκτωρ,[],,,noun
ψυχοδοτήρ,"['ψυχή', 'δότης']",- giver of the soul; life,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=yuxodoth/r,noun
καταρτιστήρ,"['κατά', 'ἀρτίζω']","- one who restores order, mediator",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=katartisth/r,noun
κοσμοκτίστωρ,"['κόσμος', 'κτίζω']",,,
ἁγήτωρ,[],,,
ἰατήρ,['ἰάομαι'],- j; surgeon; healer; deliverer,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=i)ath/r,noun
οἰκητήρ,['οἰκέω'],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=oi)khth/r,noun
ὀλβιστήρ,['ὀλβίζω'],- one who makes prosperous,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=o)lbisth/r,noun
Φράστωρ,[],,,noun
θρηνητήρ,['θρηνέω'],"- mourner, wailer",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=qrhnhth/r,noun
σκληρότηρ,[],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=sklhro/thr,
μισοπάτωρ,"['μισέω', 'πατήρ']",- hating one's father,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=misopa/twr,noun
ἁλογενέτωρ,"['ἅλς', 'γενέτωρ']",,,
μήτηρ,[],"- dam; mother-bird; queen; mother and grandmother; Mater Patriae; Mater invictorum castrorum
- origin; source; the mother; mater; módor",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=mh/thr,noun
ἕκτωρ,['ἔχω'],"- holding fast
- Hector, the prop; stay; of Hector",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e(/ktwr,noun
ῥυτήρ,['ἐρύω'],,,noun
ἀντιδικτάτωρ,['ἀντί'],- pro dictatore,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)ntidikta/twr,noun
ἀργυροκοπιστήρ,['ἀργυροκοπέω'],- coiner; money-changer,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)rgurokopisth/r,noun
ἀορτήρ,['ἀείρω'],"- strap to hang; to, sword-belt",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)orth/r,noun
φυλακτήρ,[],,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=fulakth/r,noun
προγάστωρ,"['πρό', 'γαστήρ']",- pot-bellied; Aër,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=proga/stwr,noun
φρουρήτωρ,['φρουρέω'],- guardian,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=frourh/twr,noun
ἐπαρυστήρ,"['ἐπί', 'ἀρύτω']",- vessel for pouring,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)parusth/r,noun
τοποκράτωρ,"['τόπος', 'κράτος']",,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=topokra/twr,noun
προμητάτωρ,[],,,
τιμητήρ,['τιμάω'],- assessor,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=timhth/r,noun
ἐπιλήπτωρ,"['ἐπί', 'λαμβάνω']",- censurer,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)pilh/ptwr,noun
ψυκτήρ,['ψύχω'],- wine-cooler,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=yukth/r,noun
ἀπαμήτωρ,"['ἀπό', 'ἀμέρδω']",- shearing off,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)pamh/twr,noun
πλάκτωρ,['πλήσσω'],- striker,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=pla/ktwr,noun
χιλιαστήρ,['χιλιαστύς'],- member of a,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=xiliasth/r,noun
ψευδοπάτωρ,"['ψευδής', 'πατήρ']","- false, unnatural father",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=yeudopa/twr,noun
ποθήτωρ,['ποθέω'],- one who longs,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=poqh/twr,noun
παραινετήρ,"['παρά', 'αἰνέω']","- encourager, adviser",https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=paraineth/r,noun
ἐθελοντήρ,['ἐθέλω'],- volunteer,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=e)qelonth/r,noun
ἀμαρησκαπτήρ,"['ἀμάρα', 'σκαπτήρ']",- digger of trenches,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=a)marhskapth/r,noun
ἁγιαστήρ,['ἁγιάζω'],,,
βρυχητήρ,['βρυχάομαι'],- roarer,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=bruxhth/r,noun
χειρογάστωρ,"['χείρ', 'γαστήρ']",- one who fills his belly with his hands; lives by handiwork,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=xeiroga/stwr,noun
φάντωρ,['φαίνω'],- one who displays,https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.04.0057:entry=fa/ntwr,noun
