lemma,derivation,lemma_raw,lemma_betacode,lemma_betacode_raw,derivation_raw,derivation_betacode,prefix,prefix_betacode,query_lemmas
ἀποδειροτομέω,"ἀπό, δείρος, τέμνω",ἀποδειροτομέω,a)podeirotome/w,apodeirotomew,"['ἀπό', 'δείρος', 'τέμνω']","['apo', 'deiros', 'temnw']",['ἀπό'],['apo'],αποδειροτομεω / apodeirotomew
ἀναυδάω,"ἀνά, αὐδάω",ἀναυδάω,a)nauda/w,anaudaw,"['ἀνά', 'αὐδάω']","['ana', 'audaw']",['ἀνά'],['ana'],αναυδαω / anaudaw
σκοτασμός,σκοτάζω,σκοτασμός,skotasmo/s,skotasmos,['σκοτάζω'],['skotazw'],[],[],σκοτασμος / skotasmos
Ἡφαίστειος,Ἥφαιστος,Ἡφαίστειος,*(Hfai/steios,Hfaisteios,['Ἥφαιστος'],['Hfaistos'],[],[],Ηφαιστειος / Hfaisteios
ὀφέλλω 3,,ὀφέλλω,o)fe/llw,ofellw,[],[],[],[],οφελλω / ofellw
φωταγωγέω,"φῶς, ἄγω",φωταγωγέω,fwtagwge/w,fwtagwgew,"['φῶς', 'ἄγω']","['fws', 'agw']",[],[],φωταγωγεω / fwtagwgew
σίτινος,,σίτινος,si/tinos,sitinos,[],[],[],[],σιτινος / sitinos
παραφορά,παράφορος,παραφορά,parafora/,parafora,['παράφορος'],['paraforos'],[],[],παραφορα / parafora
κήρα,Lat. cera,κήρα,kh/ra,khra,[],[],[],[],κηρα / khra
ἐπιρρέζω,"ἐπί, ῥέζω",ἐπιρρέζω,e)pirre/zw,epirrezw,"['ἐπί', 'ῥέζω']","['epi', 'rezw']",['ἐπί'],['epi'],επιρρεζω / epirrezw
ἀλυπέω,λυπέω,ἀλυπέω,a)lupe/w,alupew,['λυπέω'],['lupew'],[],[],αλυπεω / alupew
γηροτροφέω,γηροτροφέω,γηροτροφέω,ghrotrofe/w,ghrotrofew,['γηροτροφέω'],['ghrotrofew'],[],[],γηροτροφεω / ghrotrofew
βάθος,βαθύς,βάθος,ba/qos,baqos,['βαθύς'],['baqus'],[],[],βαθος / baqos
συλεύς,σύλη,συλεύς,suleu/s,suleus,['σύλη'],['sulh'],[],[],συλευς / suleus
ὑδατωδῶς,,ὑδατωδῶς,u(datwdw=s,udatwdws,[],[],[],[],υδατωδως / udatwdws
πατροφονεύς,"πατήρ, φόνος",πατροφονεύς,patrofoneu/s,patrofoneus,"['πατήρ', 'φόνος']","['pathr', 'fonos']",[],[],πατροφονευς / patrofoneus
ἐπικυλινδρόομαι,"ἐπί, κυλινδρόω",ἐπικυλινδρόομαι,e)pikulindro/omai,epikulindroomai,"['ἐπί', 'κυλινδρόω']","['epi', 'kulindrow']",['ἐπί'],['epi'],επικυλινδροομαι / epikulindroomai
ἀμφίετες,"ἀμφί, ἔτος",ἀμφίετες,a)mfi/etes,amfietes,"['ἀμφί', 'ἔτος']","['amfi', 'etos']",['ἀμφί'],['amfi'],αμφιετες / amfietes
προσκόσμημα,"πρός, κοσμέω",προσκόσμημα,prosko/smhma,proskosmhma,"['πρός', 'κοσμέω']","['pros', 'kosmew']",['πρός'],['pros'],προσκοσμημα / proskosmhma
δορατοφόρος,,δορατοφόρος,doratofo/ros,doratoforos,[],[],[],[],δορατοφορος / doratoforos
ἐπιγνάμπτω,"ἐπί, γνάμπτω",ἐπιγνάμπτω,e)pigna/mptw,epignamptw,"['ἐπί', 'γνάμπτω']","['epi', 'gnamptw']",['ἐπί'],['epi'],επιγναμπτω / epignamptw
ἀντιμυκάομαι,"ἀντί, μυκάομαι",ἀντιμυκάομαι,a)ntimuka/omai,antimukaomai,"['ἀντί', 'μυκάομαι']","['anti', 'mukaomai']",['ἀντί'],['anti'],αντιμυκαομαι / antimukaomai
θνητός,θνῄσκω,θνητός,qnhto/s,qnhtos,['θνῄσκω'],['qnhskw'],[],[],θνητος / qnhtos
Νόθων,,Νόθων,*No/qwn,Noqwn,[],[],[],[],Νοθων / Noqwn
ἐγκύμων,"ἐν, κῦμα",ἐγκύμων,e)gku/mwn,egkumwn,"['ἐν', 'κῦμα']","['en', 'kuma']",['ἐν'],['en'],εγκυμων / egkumwn
Σώσανδρος,,Σώσανδρος,*Sw/sandros,Swsandros,[],[],[],[],Σωσανδρος / Swsandros
ἀντεκκαίω,"ἀντί, ἐκ, καίω",ἀντεκκαίω,a)ntekkai/w,antekkaiw,"['ἀντί', 'ἐκ', 'καίω']","['anti', 'ek', 'kaiw']","['ἀντί', 'ἐκ']","['anti', 'ek']",αντεκκαιω / antekkaiw
πιτυοκάμπη,"πίτυς, κάμπτω",πιτυοκάμπη,pituoka/mph,pituokamph,"['πίτυς', 'κάμπτω']","['pitus', 'kamptw']",[],[],πιτυοκαμπη / pituokamph
ἐνθέμιον,"ἐν, τίθημι",ἐνθέμιον,e)nqe/mion,enqemion,"['ἐν', 'τίθημι']","['en', 'tiqhmi']",['ἐν'],['en'],ενθεμιον / enqemion
διφθερίας,διφθέρα,διφθερίας,difqeri/as,difqerias,['διφθέρα'],['difqera'],[],[],διφθεριας / difqerias
κουφόπους,"κοῦφος, πούς",κουφόπους,koufo/pous,koufopous,"['κοῦφος', 'πούς']","['koufos', 'pous']",[],[],κουφοπους / koufopous
σάκος 1,"cf. Skt. tvác-, Hitt. tuekka-",σάκος,sa/kos,sakos,[],[],[],[],σακος / sakos
ἀκροθιγῶς,,ἀκροθιγῶς,a)kroqigw=s,akroqigws,[],[],[],[],ακροθιγως / akroqigws
ἀσπιδοθρέμμων,,ἀσπιδοθρέμμων,a)spidoqre/mmwn,aspidoqremmwn,[],[],[],[],ασπιδοθρεμμων / aspidoqremmwn
περιφλογίζω,"περί, φλογίζω",περιφλογίζω,periflogi/zw,periflogizw,"['περί', 'φλογίζω']","['peri', 'flogizw']",['περί'],['peri'],περιφλογιζω / periflogizw
νεωτεροποιία,νεωτεροποιός,νεωτεροποιία,newteropoii/a,newteropoiia,['νεωτεροποιός'],['newteropoios'],[],[],νεωτεροποιια / newteropoiia
συμποσιαῖος,,συμποσιαῖος,sumposiai=os,sumposiaios,[],[],[],[],συμποσιαιος / sumposiaios
ἀποφοιτάω,"ἀπό, φοιτάω",ἀποφοιτάω,a)pofoita/w,apofoitaw,"['ἀπό', 'φοιτάω']","['apo', 'foitaw']",['ἀπό'],['apo'],αποφοιταω / apofoitaw
ἐφίμερος,"ἐπί, ἵμερος",ἐφίμερος,e)fi/meros,efimeros,"['ἐπί', 'ἵμερος']","['epi', 'imeros']",['ἐπί'],['epi'],εφιμερος / efimeros
πολύβοιος,"πολύς, βοῦς",πολύβοιος,polu/boios,poluboios,"['πολύς', 'βοῦς']","['polus', 'bous']",[],[],πολυβοιος / poluboios
Ὀργός,,Ὀργός,*)Orgo/s,Orgos,[],[],[],[],Οργος / Orgos
περιδηριτός,"περί, δηριάομαι",περιδηριτός,peridhrito/s,peridhritos,"['περί', 'δηριάομαι']","['peri', 'dhriaomai']",['περί'],['peri'],περιδηριτος / peridhritos
ἐρεγμός,,ἐρεγμός,e)regmo/s,eregmos,[],[],[],[],ερεγμος / eregmos
Διψαναπαυσίλυπος,"δίψα, ἀνά, παύω, λύπη",Διψαναπαυσίλυπος,*Diyanapausi/lupos,Diyanapausilupos,"['δίψα', 'ἀνά', 'παύω', 'λύπη']","['diya', 'ana', 'pauw', 'luph']",['ἀνά'],['ana'],Διψαναπαυσιλυπος / Diyanapausilupos
αὐτοματισμός,αὐτοματίζω,αὐτοματισμός,au)tomatismo/s,automatismos,['αὐτοματίζω'],['automatizw'],[],[],αυτοματισμος / automatismos
μορμύρος,see μορμύρω?,μορμύρος,mormu/ros,mormuros,[],[],[],[],μορμυρος / mormuros
Εὐρωπεύς,Εὐρωπός,Εὐρωπεύς,*Eu)rwpeu/s,Eurwpeus,['Εὐρωπός'],['Eurwpos'],[],[],Ευρωπευς / Eurwpeus
ἀργυρόηλος,"ἄργυρος, ἦλος",ἀργυρόηλος,a)rguro/hlos,argurohlos,"['ἄργυρος', 'ἦλος']","['arguros', 'hlos']",[],[],αργυροηλος / argurohlos
συνδυάζω,"σύν, δυάς",συνδυάζω,sundua/zw,sunduazw,"['σύν', 'δυάς']","['sun', 'duas']",['σύν'],['sun'],συνδυαζω / sunduazw
ἀνθυπαλλαγή,"ἀντί, ὑπό, ἀλλάσσω",ἀνθυπαλλαγή,a)nqupallagh/,anqupallagh,"['ἀντί', 'ὑπό', 'ἀλλάσσω']","['anti', 'upo', 'allassw']","['ἀντί', 'ὑπό']","['anti', 'upo']",ανθυπαλλαγη / anqupallagh
συντροχάζω,"σύν, τρέχω",συντροχάζω,suntroxa/zw,suntroxazw,"['σύν', 'τρέχω']","['sun', 'trexw']",['σύν'],['sun'],συντροχαζω / suntroxazw
ἰσοκάρδιος,"ἴσος, καρδία",ἰσοκάρδιος,i)soka/rdios,isokardios,"['ἴσος', 'καρδία']","['isos', 'kardia']",[],[],ισοκαρδιος / isokardios
κώνησις,κωνάω,κώνησις,kw/nhsis,kwnhsis,['κωνάω'],['kwnaw'],[],[],κωνησις / kwnhsis
Οἰνιάδης,,Οἰνιάδης,*Oi)nia/dhs,Oiniadhs,[],[],[],[],Οινιαδης / Oiniadhs
καραιβαρέω,"κάρα, βάρος",καραιβαρέω,karaibare/w,karaibarew,"['κάρα', 'βάρος']","['kara', 'baros']",[],[],καραιβαρεω / karaibarew
πρωτογένεια,,πρωτογένεια,prwtoge/neia,prwtogeneia,[],[],[],[],πρωτογενεια / prwtogeneia
διαψιθυρίζω,"διά, ψιθυρίζω",διαψιθυρίζω,diayiquri/zw,diayiqurizw,"['διά', 'ψιθυρίζω']","['dia', 'yiqurizw']",['διά'],['dia'],διαψιθυριζω / diayiqurizw
ἀειδιότης,,ἀειδιότης,a)eidio/ths,aeidioths,[],[],[],[],αειδιοτης / aeidioths
Πολιεύς,πόλις,Πολιεύς,*Polieu/s,Polieus,['πόλις'],['polis'],[],[],Πολιευς / Polieus
ὕφορμος 1,"ὑπό, ὅρμος",ὕφορμος,u(/formos,uformos,"['ὑπό', 'ὅρμος']","['upo', 'ormos']",['ὑπό'],['upo'],υφορμος / uformos
ζωνομάχαιρα,"ζώνη, μάχαιρα",ζωνομάχαιρα,zwnoma/xaira,zwnomaxaira,"['ζώνη', 'μάχαιρα']","['zwnh', 'maxaira']",[],[],ζωνομαχαιρα / zwnomaxaira
ἐλεγεῖον,ἔλεγος,ἐλεγεῖον,e)legei=on,elegeion,['ἔλεγος'],['elegos'],[],[],ελεγειον / elegeion
Λαμψάκη,,Λαμψάκη,*Lamya/kh,Lamyakh,[],[],[],[],Λαμψακη / Lamyakh
Ἁλίφηρος,,Ἁλίφηρος,*(Ali/fhros,Alifhros,[],[],[],[],Αλιφηρος / Alifhros
ἐκράνθην,,ἐκράνθην,e)kra/nqhn,ekranqhn,[],[],[],[],εκρανθην / ekranqhn
ῥινεγχύτης,"ῥίς, ἐν, χέω",ῥινεγχύτης,r(inegxu/ths,rinegxuths,"['ῥίς', 'ἐν', 'χέω']","['ris', 'en', 'xew']",['ἐν'],['en'],ρινεγχυτης / rinegxuths
λινουργέω,"λίνον, ἔργον",λινουργέω,linourge/w,linourgew,"['λίνον', 'ἔργον']","['linon', 'ergon']",[],[],λινουργεω / linourgew
ταλαεργός,"*τλάω, ἔργον",ταλαεργός,talaergo/s,talaergos,"['τλάω', 'ἔργον']","['tlaw', 'ergon']",[],[],ταλαεργος / talaergos
δέρη,see δειρή,δέρη,de/rh,derh,[],[],[],[],δερη / derh
μηκάς,μηκάζω,μηκάς,mhka/s,mhkas,['μηκάζω'],['mhkazw'],[],[],μηκας / mhkas
φιλιστορέω,"φίλος, ἵστωρ",φιλιστορέω,filistore/w,filistorew,"['φίλος', 'ἵστωρ']","['filos', 'istwr']",[],[],φιλιστορεω / filistorew
ὀρθοστατέω,"ὀρθός, ἵστημι",ὀρθοστατέω,o)rqostate/w,orqostatew,"['ὀρθός', 'ἵστημι']","['orqos', 'isthmi']",[],[],ορθοστατεω / orqostatew
ἑξάπηχυς,"ἕξ, πῆχυς",ἑξάπηχυς,e(ca/phxus,ecaphxus,"['ἕξ', 'πῆχυς']","['ec', 'phxus']",['ἕξ'],['ec'],εξαπηχυς / ecaphxus
συντύχημα,,συντύχημα,suntu/xhma,suntuxhma,[],[],[],[],συντυχημα / suntuxhma
καταπελματόω,"κατά, πέλμα",καταπελματόω,katapelmato/w,katapelmatow,"['κατά', 'πέλμα']","['kata', 'pelma']",['κατά'],['kata'],καταπελματοω / katapelmatow
ἀκτινηβωλίη,,ἀκτινηβωλίη,a)ktinhbwli/h,aktinhbwlih,[],[],[],[],ακτινηβωλιη / aktinhbwlih
δαημοσύνη,δαήμων,δαημοσύνη,dahmosu/nh,dahmosunh,['δαήμων'],['dahmwn'],[],[],δαημοσυνη / dahmosunh
διυλάττω,"διά, ὑλάσσω",διυλάττω,diula/ttw,diulattw,"['διά', 'ὑλάσσω']","['dia', 'ulassw']",['διά'],['dia'],διυλαττω / diulattw
μονόκλωνος,"μόνος, κλών",μονόκλωνος,mono/klwnos,monoklwnos,"['μόνος', 'κλών']","['monos', 'klwn']",[],[],μονοκλωνος / monoklwnos
εὐσχολία,"εὖ, σχολή",εὐσχολία,eu)sxoli/a,eusxolia,"['εὖ', 'σχολή']","['eu', 'sxolh']",['εὖ'],['eu'],ευσχολια / eusxolia
ὑπερδαίδω,,ὑπερδαίδω,u(perdai/dw,uperdaidw,[],[],[],[],υπερδαιδω / uperdaidw
μυρίκινος,μυρίκη,μυρίκινος,muri/kinos,murikinos,['μυρίκη'],['murikh'],[],[],μυρικινος / murikinos
ῥοιζέω,ῥοῖζος,ῥοιζέω,r(oize/w,roizew,['ῥοῖζος'],['roizos'],[],[],ροιζεω / roizew
κρόσσαι,cf. OIr. crich?,κρόσσαι,kro/ssai,krossai,[],[],[],[],κροσσαι / krossai
ἔφοδος 2,ἔφοδος 3,ἔφοδος,e)/fodos,efodos,['ἔφοδος'],['efodos'],[],[],εφοδος / efodos
ἀφρόομαι,ἀφρός,ἀφρόομαι,a)fro/omai,afroomai,['ἀφρός'],['afros'],[],[],αφροομαι / afroomai
Ἅννας,,Ἅννας,*(/Annas,Annas,[],[],[],[],Αννας / Annas
λεκάνιον,λεκάνη,λεκάνιον,leka/nion,lekanion,['λεκάνη'],['lekanh'],[],[],λεκανιον / lekanion
ἱστορητέον,ἱστορέω,ἱστορητέον,i(storhte/on,istorhteon,['ἱστορέω'],['istorew'],[],[],ιστορητεον / istorhteon
ᾤα 1,ὄϊς,ᾤα,w)/|a,wa,['ὄϊς'],['ois'],[],[],ωα / wa
κύσσαρος,κυσός,κύσσαρος,ku/ssaros,kussaros,['κυσός'],['kusos'],[],[],κυσσαρος / kussaros
ἀμφιθαλεύω,ἀμφιθαλεύς,ἀμφιθαλεύω,a)mfiqaleu/w,amfiqaleuw,['ἀμφιθαλεύς'],['amfiqaleus'],[],[],αμφιθαλευω / amfiqaleuw
Εἰλατίων,,Εἰλατίων,*Ei)lati/wn,Eilatiwn,[],[],[],[],Ειλατιων / Eilatiwn
Σείριος,,Σείριος,*Sei/rios,Seirios,[],[],[],[],Σειριος / Seirios
Μαρέη,,Μαρέη,*Mare/h,Mareh,[],[],[],[],Μαρεη / Mareh
χείμαστρον,χεῖμα,χείμαστρον,xei/mastron,xeimastron,['χεῖμα'],['xeima'],[],[],χειμαστρον / xeimastron
παραβλής,"παρά, βάλλω",παραβλής,parablh/s,parablhs,"['παρά', 'βάλλω']","['para', 'ballw']",['παρά'],['para'],παραβλης / parablhs
Βαθεῖα,,Βαθεῖα,*Baqei=a,Baqeia,[],[],[],[],Βαθεια / Baqeia
φιλόκτιτος,,φιλόκτιτος,filo/ktitos,filoktitos,[],[],[],[],φιλοκτιτος / filoktitos
Θεσπιάδης,,Θεσπιάδης,*Qespia/dhs,Qespiadhs,[],[],[],[],Θεσπιαδης / Qespiadhs
ἐπεισπράττω,"ἐπί, εἰσπράττω",ἐπεισπράττω,e)peispra/ttw,epeisprattw,"['ἐπί', 'εἰσπράττω']","['epi', 'eisprattw']",['ἐπί'],['epi'],επεισπραττω / epeisprattw
μακεδνός,see μακρός?,μακεδνός,makedno/s,makednos,[],[],[],[],μακεδνος / makednos
προαπόδειξις,"πρό, ἀπό, δείκνυμι",προαπόδειξις,proapo/deicis,proapodeicis,"['πρό', 'ἀπό', 'δείκνυμι']","['pro', 'apo', 'deiknumi']","['πρό', 'ἀπό']","['pro', 'apo']",προαποδειξις / proapodeicis
ταὐτόθρους,"ταὐτό, θρέομαι",ταὐτόθρους,tau)to/qrous,tautoqrous,"['ταὐτό', 'θρέομαι']","['tauto', 'qreomai']",[],[],ταυτοθρους / tautoqrous
κεφαλόκλαστον,"κεφαλή, κλάω",κεφαλόκλαστον,kefalo/klaston,kefaloklaston,"['κεφαλή', 'κλάω']","['kefalh', 'klaw']",[],[],κεφαλοκλαστον / kefaloklaston
γερανίας,γέρανος,γερανίας,gerani/as,geranias,['γέρανος'],['geranos'],[],[],γερανιας / geranias
ὑπαπολείπω,"ὑπό, ἀπό, λείπω",ὑπαπολείπω,u(papolei/pw,upapoleipw,"['ὑπό', 'ἀπό', 'λείπω']","['upo', 'apo', 'leipw']","['ὑπό', 'ἀπό']","['upo', 'apo']",υπαπολειπω / upapoleipw
ἐπιγόνειον,Ἐπίγονος,ἐπιγόνειον,e)pigo/neion,epigoneion,['Ἐπίγονος'],['Epigonos'],[],[],επιγονειον / epigoneion
πεδητής,πεδάω,πεδητής,pedhth/s,pedhths,['πεδάω'],['pedaw'],[],[],πεδητης / pedhths
ὑβρίγελως,"ὕβρις, γέλως",ὑβρίγελως,u(bri/gelws,ubrigelws,"['ὕβρις', 'γέλως']","['ubris', 'gelws']",[],[],υβριγελως / ubrigelws
βραχυόνειρος,"βραχύς, ὄνειρος",βραχυόνειρος,braxuo/neiros,braxuoneiros,"['βραχύς', 'ὄνειρος']","['braxus', 'oneiros']",[],[],βραχυονειρος / braxuoneiros
προευτρεπισμός,"πρό, εὐτρεπίζω",προευτρεπισμός,proeutrepismo/s,proeutrepismos,"['πρό', 'εὐτρεπίζω']","['pro', 'eutrepizw']",['πρό'],['pro'],προευτρεπισμος / proeutrepismos
δυσδιόρθωτος,"δυσ-, διά, ὀρθός",δυσδιόρθωτος,dusdio/rqwtos,dusdiorqwtos,"['δυσ', 'διά', 'ὀρθός']","['dus', 'dia', 'orqos']","['δυσ', 'διά']","['dus', 'dia']",δυσδιορθωτος / dusdiorqwtos
Ἄβροια,,Ἄβροια,*)/Abroia,Abroia,[],[],[],[],Αβροια / Abroia
θηλυμανής,"θῆλυς, μαίνομαι",θηλυμανής,qhlumanh/s,qhlumanhs,"['θῆλυς', 'μαίνομαι']","['qhlus', 'mainomai']",[],[],θηλυμανης / qhlumanhs
μεμάθηκα,,μεμάθηκα,mema/qhka,memaqhka,[],[],[],[],μεμαθηκα / memaqhka
σιτόκεντρον,"σῖτος, κέντρον",σιτόκεντρον,sito/kentron,sitokentron,"['σῖτος', 'κέντρον']","['sitos', 'kentron']",[],[],σιτοκεντρον / sitokentron
χρεοφυλακία,,χρεοφυλακία,xreofulaki/a,xreofulakia,[],[],[],[],χρεοφυλακια / xreofulakia
προσουρέω,"πρός, οὐρέω",προσουρέω,prosoure/w,prosourew,"['πρός', 'οὐρέω']","['pros', 'ourew']",['πρός'],['pros'],προσουρεω / prosourew
Κνῶπος,,Κνῶπος,*Knw=pos,Knwpos,[],[],[],[],Κνωπος / Knwpos
φοινικοπαράδεισος,"φοῖνιξ, παράδεισος",φοινικοπαράδεισος,foinikopara/deisos,foinikoparadeisos,"['φοῖνιξ', 'παράδεισος']","['foinic', 'paradeisos']",[],[],φοινικοπαραδεισος / foinikoparadeisos
βλαισότης,βλαισός,βλαισότης,blaiso/ths,blaisoths,['βλαισός'],['blaisos'],[],[],βλαισοτης / blaisoths
λύκαψος,,λύκαψος,lu/kayos,lukayos,[],[],[],[],λυκαψος / lukayos
ἀντωθέω,"ἀντί, ὠθέω",ἀντωθέω,a)ntwqe/w,antwqew,"['ἀντί', 'ὠθέω']","['anti', 'wqew']",['ἀντί'],['anti'],αντωθεω / antwqew
